BoroCD_code,CORRIDOR,CrossStree,ENFORCEMENT_START,FROM_STREET,FromStreet,Install_Date,MainStreet,Name,OBJECTID,OnStreet,Shape_Area,Shape_Length,Street1,Street2,TO_STREET,ToStreet,YR,Year,completion,date_insta,end_date,from_stree,geometry_x,geometry_y,humps,on_street,pjct_name,sip_year,source_layer_id,sq_mi,to_street,treatment_
,,,,,,,,,3209,,,814.4426769577962,,,,,,,,1359417600000,,ALLERTON AVENUE,,,1,PEARSALL AVENUE,,,80,,ARNOW AVENUE,
,,,,,,,,,3225,,,467.7023457876907,,,,,,,,1362960000000,,169 STREET,,,1,PIDGEON MEADOW ROAD,,,80,,AUBURNDALE LANE,
,,,,,,,,,3258,,,779.8890576486835,,,,,,,,1367366400000,,7 AVENUE,,,2,PRESIDENT STREET,,,80,,6 AVENUE,
,,,,,,,,,3280,,,770.3383051080817,,,,,,,,1374796800000,,UTICA AVENUE,,,1,PROSPECT PLACE,,,80,,SCHENECTADY AV.,
,,,,,,,,,3364,,,1069.9477999443534,,,,,,,,1357689600000,,CARDIFF STREET,,,2,ROSEDALE AVENUE,,,80,,EVERTON AVENUE,
,,,,,,,,,3376,,,554.0988709486522,,,,,,,,1369785600000,,EAST 183rd STREET,,,1,RYER AVENUE,,,80,,EAST 182nd STREET,
,,,,,,,,,3399,,,305.71596870431716,,,,,,,,1371772800000,,ANDERSON STREET,,,1,SAINT MARY'S AVENUE,,,80,,ORMOND PLACE,
,,,,,,,,,3422,,,303.62501454119007,,,,,,,,1379462400000,,THROGS NECK BLVD.,,,1,SCHURZ AVENUE,,,80,,KEARNEY AVENUE,
,,,,,,,,,3427,,,796.2823417558656,,,,,,,,1370908800000,,HYLAN BOULEVARD,,,1,SEAVER AVENUE,,,80,,LACONIA AVENUE,
,,,,,,,,,3439,,,558.5254710452078,,,,,,,,1381190400000,,OLCOTT STREET,,,1,SELFRIDGE STREET,,,80,,METROPOLITAN AV.,
,,,,,,,,,3440,,,408.5871370262484,,,,,,,,1366243200000,,178 PLACE,,,1,SELOVER ROAD,,,80,,SIDWAY/MERRICK,
,,,,,,,,,3441,,,542.0924967009424,,,,,,,,1374451200000,,180 STREET,,,1,SELOVER ROAD,,,80,,178 PLACE,
,,,,,,,,,3448,,,517.4898828045573,,,,,,,,1362009600000,,KINGSLAND AVENUE,,,1,SEXTON PLACE,,,80,,GIVAN AVENUE,
,,,,,,,,,3452,,,902.5089044778113,,,,,,,,1379030400000,,GIVAN AVENUE,,,1,SEYMOUR AVENUE,,,80,,BOSTON ROAD,
,,,,,,,,,3464,,,232.85665804821147,,,,,,,,1364515200000,,EAST 163rd STREET,,,1,SHERIDAN AVENUE,,,80,,EAST 164th STREET,
,,,,,,,,,3465,,,890.06033187937,,,,,,,,1364342400000,,EAST 172nd STREET,,,2,SHERIDAN AVENUE,,,80,,MOUNT EDEN PKWY.,
,,,,,,,,,3498,,,2187.5529502069285,,,,,,,,1384473600000,,WILLOUGHBY AVENUE,,,1,SKILLMAN STREET,,,80,,FLUSHING AVENUE,
,,,,,,,,,3499,,,2187.5529502069285,,,,,,,,1367280000000,,WILLOUGHBY AVENUE,,,2,SKILLMAN STREET,,,80,,FLUSHING AVENUE,
,,,,,,,,,3500,,,1330.8193794898586,,,,,,,,1371686400000,,OLYMPIA BOULEVARD,,,1,SLATER BOULEVARD,,,80,,QUINCY AVENUE,
,,,,,,,,,3593,,,941.0245651546558,,,,,,,,1378425600000,,ADRIAN AVENUE,,,2,TERRACE VIEW AVENUE,,,80,,TEUNISSEN PLACE,
,,,,,,,,,3604,,,638.9733552939733,,,,,,,,1379635200000,,BRONX PARK EAST,,,2,THWAITES PLACE,,,80,,OLINVILLE AVENUE,
,,,,,,,,,3627,,,857.5708125233521,,,,,,,,1375401600000,,AVENUE D,,,1,TROY AVENUE,,,80,,FOSTER AVENUE,
,,,,,,,,,3652,,,1047.8946255572425,,,,,,,,1369785600000,,EAST 183rd STREET,,,2,VALENTINE AVENUE,,,80,,EAST 181st STREET,
,,,,,,,,,3657,,,630.1688954694001,,,,,,,,1379894400000,,MORRIS PARK AV.,,,1,VAN BUREN STREET,,,80,,VAN NEST AVENUE,
,,,,,,,,,3680,,,229.60421713462978,,,,,,,,1367798400000,,LAMA COURT,,,1,VAN SICKLEN STREET,,,80,,GRAVESEND NECK RD.,
,,,,,,,,,3702,,,801.6058995400772,,,,,,,,1365984000000,,BROADWAY,,,1,VIETOR AVENUE,,,80,,JUDGE STREET,
,,,,,,,,,3710,,,840.6794622684408,,,,,,,,1372032000000,,BAY STREET,,,2,VIRGINIA AVENUE,,,80,,TILSON PLACE,
,,,,,,,,,3714,,,669.4308039276983,,,,,,,,1369353600000,,EAST 173rd STREET,,,1,VYSE AVENUE,,,80,,EAST 174th STREET,
,,,,,,,,,3748,,,400.0217950956977,,,,,,,,1377734400000,,THE BOULEVARD,,,1,WARDWELL AVENUE,,,80,,LEONARD AVENUE,
,,,,,,,,,3754,,,460.4214010149062,,,,,,,,1366243200000,,40 ROAD,,,1,WARREN STREET,,,80,,41 AVENUE,
,,,,,,,,,3769,,,867.3241103219401,,,,,,,,1375056000000,,MYRTLE AVENUE,,,1,WASHINGTON AVENUE,,,80,,PARK AVENUE,
,,,,,,,,,3777,,,649.8252207600331,,,,,,,,1383696000000,,15 ROAD,,,1,WATERS EDGE DRIVE,,,80,,14 AVENUE,
,,,,,,,,,3796,,,902.4949247371601,,,,,,,,1373414400000,,COLUMBUS AVENUE,,,2,WEST 105th STREET,,,80,,AMSTERDAM AVENUE,
,,,,,,,,,3815,,,899.6858354908776,,,,,,,,1373932800000,,7th AVENUE,,,1,WEST 122nd STREET,,,80,,LENOX AVENUE,
,,,,,,,,,3833,,,901.3702309635124,,,,,,,,1368576000000,,7th AVENUE,,,2,WEST 141st STREET,,,80,,8th AVENUE,
,,,,,,,,,3885,,,704.0266123010352,,,,,,,,1357084800000,,HUDSON MANOR TER.,,,1,WEST 237th STREET,,,80,,INDEPENDENCE AV.,
,,,,,,,,,3886,,,673.8530192755908,,,,,,,,1357171200000,,INDEPENDENCE AV.,,,1,WEST 239th STREET,,,80,,HUDSON MANOR TER.,
,,,,,,,,,3890,,,465.735087274405,,,,,,,,1379376000000,,ARLINGTON AVENUE,,,1,WEST 254th STREET,,,80,,RIVERCREST ROAD,
,,,,,,,,,3920,,,900.1028836457018,,,,,,,,1373500800000,,AMSTERDAM AVENUE,,,2,WEST 84th STREET,,,80,,COLUMBUS AVENUE,
,,,,,,,,,3960,,,800.3476057405239,,,,,,,,1379462400000,,PHILIP AVENUE,,,1,WILCOX AVENUE,,,80,,RANDALL AVENUE,
,,,,,,,,,3974,,,1038.1589385398697,,,,,,,,1372291200000,,HALL STREET,,,3,WILLOUGHBY AVENUE,,,80,,EMERSON PLACE,
,,,,,,,,,3980,,,799.2574522313367,,,,,,,,1359936000000,,ADEE AVENUE,,,1,WILSON AVENUE,,,80,,BURKE AVENUE,
,,,,,,,,,3993,,,805.0976071062573,,,,,,,,1369785600000,,ROGERS AVENUE,,,1,WINTHROP STREET,,,80,,NOSTRAND AVENUE,
,,,,,,,,,3999,,,650.665802858707,,,,,,,,1366675200000,,BUSHWICK AVENUE,,,1,WOODBINE STREET,,,80,,BROADWAY,
,,,,,,,,,4020,,,1008.7934787842502,,,,,,,,1377129600000,,AMBOY ROAD,,,2,YETMAN AVENUE,,,80,,PITTSVILLE AVENUE,
,,,,,,,,,4021,,,724.4611336927592,,,,,,,,1359417600000,,EAST GUN HILL ROAD,,,1,YOUNG AVENUE,,,80,,ADEE AVENUE,
,,,,,,,,,1,,,775.659477212995,,,,,,,,1400716800000,,6 AVENUE,,,2,1 STREET,,,81,,7 AVENUE,
,,,,,,,,,15,,,249.00419746956175,,,,,,,,1408665600000,,89 AVENUE,,,1,102 STREET,,,81,,88 AVENUE,
,,,,,,,,,44,,,1106.8204500795605,,,,,,,,1398902400000,,101 AVENUE,,,2,110 STREET,,,81,,95 AVENUE,
,,,,,,,,,86,,,558.8733492949876,,,,,,,,1410134400000,,20 AVENUE,,,1,119 STREET,,,81,,22 AVENUE,
,,,,,,,,,114,,,757.5416741187604,,,,,,,,1399334400000,,25 AVENUE,,,1,128 STREET,,,81,,23 AVENUE,
,,,,,,,,,154,,,745.5584652269739,,,,,,,,1409702400000,,31 ROAD,,,2,137 STREET,,,81,,29 ROAD,
,,,,,,,,,156,,,1608.6055738281566,,,,,,,,1410393600000,,225 STREET,,,9,139 AVENUE,,,81,,230 PLACE,
,,,,,,,,,163,,,596.28626574131,,,,,,,,1408492800000,,ASTORIA PK. SOUTH,,,2,14 STREET,,,81,,27 AVENUE,
,,,,,,,,,235,,,731.1621283687459,,,,,,,,1395964800000,,89 AVENUE,,,1,161 STREET,,,81,,HILLSIDE AVENUE,
,,,,,,,,,315,,,775.6225313393913,,,,,,,,1400716800000,,7 AVENUE,,,2,2 STREET,,,81,,6 AVENUE,
,,,,,,,,,316,,,632.462324813902,,,,,,,,1418256000000,,BOND STREET,,,2,2 STREET,,,81,,HOYT STREET,
,,,,,,,,,320,,,619.6234864481644,,,,,,,,1395964800000,,43 AVENUE,,,1,201 STREET,,,81,,42 AVENUE,
,,,,,,,,,336,,,661.3431342328264,,,,,,,,1407974400000,,32 AVENUE,,,1,205 STREET,,,81,,33 AVENUE,
,,,,,,,,,350,,,799.6244211328429,,,,,,,,1417478400000,,4 AVENUE,,,2,21 STREET,,,81,,5 AVENUE,
,,,,,,,,,351,,,780.2501172440653,,,,,,,,1418774400000,,5 AVENUE,,,2,21 STREET,,,81,,6 AVENUE,
,,,,,,,,,353,,,264.4783524396842,,,,,,,,1399507200000,,34 ROAD,,,1,210 STREET,,,81,,34 AVENUE,
,,,,,,,,,361,,,757.0049548173956,,,,,,,,1399939200000,,23 AVENUE,,,2,212 STREET,,,81,,18 AVENUE,
,,,,,,,,,387,,,889.2481786870019,,,,,,,,1399852800000,,131 AVENUE,,,1,222 STREET,,,81,,133 AVENUE,
,,,,,,,,,393,,,415.86973848985997,,,,,,,,1399852800000,,57 AVENUE,,,1,223 STREET,,,81,,58 AVENUE,
,,,,,,,,,412,,,785.9716573310661,,,,,,,,1400198400000,,154 STREET,,,1,23 AVENUE,,,81,,157 STREET,
,,,,,,,,,439,,,650.4646515539393,,,,,,,,1400112000000,,121 AVENUE,,,1,235 STREET,,,81,,120 AVENUE,
,,,,,,,,,459,,,650.5486416944799,,,,,,,,1398902400000,,58 AVENUE,,,1,255 STREET,,,81,,60 AVENUE,
,,,,,,,,,466,,,636.1595254003369,,,,,,,,1410912000000,,58 AVENUE,,,1,260 STREET,,,81,,59-60 AVENUES,
,,,,,,,,,467,,,4980.326961312962,,,,,,,,1410480000000,,79 AVENUE,,,6,260 STREET,,,81,,86 AVENUE,
,,,,,,,,,492,,,278.2438525490173,,,,,,,,1409616000000,,147 PLACE,,,1,3 AVENUE,,,81,,148 STREET,
,,,,,,,,,551,,,1419.8352500262554,,,,,,,,1414540800000,,48 AVENUE,,,2,39 PLACE,,,81,,QUEENS BOULEVARD,
,,,,,,,,,553,,,680.0837500535649,,,,,,,,1415750400000,,47 AVENUE,,,1,39 STREET,,,81,,48 AVENUE,
,,,,,,,,,559,,,2099.5988238329483,,,,,,,,1414454400000,,QUEENS BOULEVARD,,,3,40 STREET,,,81,,50 AVENUE,
,,,,,,,,,561,,,870.1541407082356,,,,,,,,1399420800000,,104 STREET,,,1,41 AVENUE,,,81,,108 STREET,
,,,,,,,,,573,,,630.0529420628887,,,,,,,,1414627200000,,GREENPOINT AVENUE,,,1,41 STREET,,,81,,47 AVENUE,
,,,,,,,,,585,,,778.1432494061387,,,,,,,,1414627200000,,50 AVENUE,,,1,42 STREET,,,81,,51 AVENUE,
,,,,,,,,,602,,,1504.8408089529055,,,,,,,,1415577600000,,GREENPOINT AVENUE,,,3,43 STREET,,,81,,51 AVENUE,
,,,,,,,,,605,,,697.4875354374087,,,,,,,,1399852800000,,196 STREET,,,1,44 AVENUE,,,81,,FRANCIS LEWIS BL.,
,,,,,,,,,626,,,679.5931013721985,,,,,,,,1414972800000,,48 AVENUE,,,1,45 STREET,,,81,,47 AVENUE,
,,,,,,,,,627,,,807.7943127618029,,,,,,,,1414972800000,,51 AVENUE/Q.M.XW.,,,1,45 STREET,,,81,,50 AVENUE,
,,,,,,,,,628,,,643.1390563376,,,,,,,,1415145600000,,QUEENS BOULEVARD,,,1,45 STREET,,,81,,43 AVENUE,
,,,,,,,,,642,,,680.983031133865,,,,,,,,1415145600000,,48 AVENUE,,,1,46 STREET,,,81,,50 AVENUE,
,,,,,,,,,652,,,976.5645451421627,,,,,,,,1398729600000,,34 AVENUE,,,1,47 STREET,,,81,,BROADWAY,
,,,,,,,,,654,,,709.7767743122179,,,,,,,,1400630400000,,4 AVENUE,,,1,47 STREET,,,81,,3 AVENUE,
,,,,,,,,,656,,,1416.2248467897243,,,,,,,,1414713600000,,51 AVENUE/B.Q.XW.,,,2,47 STREET,,,81,,48 AVENUE,
,,,,,,,,,659,,,870.3062038074395,,,,,,,,1399334400000,,104 STREET,,,1,48 AVENUE,,,81,,108 STREET,
,,,,,,,,,674,,,731.4082657516789,,,,,,,,1414627200000,,QUEENS BOULEVARD,,,1,49 STREET,,,81,,47 AVENUE,
,,,,,,,,,679,,,1018.0384895915181,,,,,,,,1408579200000,,48 AVENUE,,,3,5 STREET,,,81,,BORDEN AVENUE,
,,,,,,,,,686,,,349.4443580323263,,,,,,,,1399334400000,,JACOBUS STREET,,,1,51 AVENUE,,,81,,73 PLACE,
,,,,,,,,,687,,,512.2629865196176,,,,,,,,1399248000000,,69 STREET,,,1,51 ROAD,,,81,,67 STREET,
,,,,,,,,,693,,,259.6549480561922,,,,,,,,1398988800000,,195 STREET,,,2,53 AVENUE,,,81,,194 STREET,
,,,,,,,,,739,,,260.6538479323654,,,,,,,,1400803200000,,22 STREET,,,1,6 AVENUE,,,81,,21 STREET,
,,,,,,,,,740,,,260.16158035195923,,,,,,,,1400803200000,,23 STREET,,,1,6 AVENUE,,,81,,22 STREET,
,,,,,,,,,761,,,256.705521700631,,,,,,,,1410825600000,,MASPETH AVENUE,,,1,61 STREET,,,81,,56 DRIVE,
,,,,,,,,,788,,,805.597152844697,,,,,,,,1408406400000,,COOPER AVENUE,,,2,64 PLACE,,,81,,74 AVENUE,
,,,,,,,,,801,,,510.71176036446684,,,,,,,,1399593600000,,68 AVENUE,,,1,65 STREET,,,81,,CATALPA AVENUE,
,,,,,,,,,811,,,921.8760256764717,,,,,,,,1398988800000,,218-219 STREETS,,,1,67 AVENUE,,,81,,SPRINGFIELD BLVD.,
,,,,,,,,,821,,,317.0168607770403,,,,,,,,1399248000000,,51 ROAD,,,1,67 STREET,,,81,,MAURICE AVENUE,
,,,,,,,,,824,,,670.6143212572838,,,,,,,,1399248000000,,110 STREET,,,1,68 AVENUE,,,81,,108 STREET,
,,,,,,,,,831,,,779.7651853322984,,,,,,,,1402012800000,,21 AVENUE,,,1,68 STREET,,,81,,20 AVENUE,
,,,,,,,,,847,,,701.3410776747428,,,,,,,,1399593600000,,150 STREET,,,2,70 ROAD,,,81,,153 STREET,
,,,,,,,,,849,,,779.322327177322,,,,,,,,1417651200000,,21 AVENUE,,,1,70 STREET,,,81,,20 AVENUE,
,,,,,,,,,854,,,713.7051775006776,,,,,,,,1408406400000,,34 AVENUE,,,1,71 STREET,,,81,,35 AVENUE,
,,,,,,,,,865,,,1465.6749619706497,,,,,,,,1408060800000,,37 AVENUE,,,2,72 STREET,,,81,,34 AVENUE,
,,,,,,,,,879,,,634.9066957866817,,,,,,,,1408406400000,,37 AVENUE,,,1,73 STREET,,,81,,BROADWAY/37 RD.,
,,,,,,,,,897,,,715.8138942242329,,,,,,,,1409616000000,,34 AVENUE,,,1,75 STREET,,,81,,35 AVENUE,
,,,,,,,,,906,,,2099.1370717823434,,,,,,,,1408579200000,,34 AVENUE,,,3,76 STREET,,,81,,37 ROAD,
,,,,,,,,,921,,,1465.462291074908,,,,,,,,1408492800000,,37 AVENUE,,,2,77 STREET,,,81,,34 AVENUE,
,,,,,,,,,929,,,786.5912411350478,,,,,,,,1398902400000,,160 AVENUE,,,1,78 STREET,,,81,,159 AVENUE,
,,,,,,,,,930,,,453.02212027345394,,,,,,,,1415750400000,,21 AVENUE,,,1,78 STREET,,,81,,19 DRIVE,
,,,,,,,,,931,,,1465.6628173560798,,,,,,,,1408665600000,,34 AVENUE,,,2,78 STREET,,,81,,37 AVENUE,
,,,,,,,,,950,,,2241.3507966751777,,,,,,,,1409011200000,,ROOSEVELT AVENUE,,,3,79 STREET,,,81,,34 AVENUE,
,,,,,,,,,963,,,2242.3217875467217,,,,,,,,1409270400000,,34 AVENUE,,,3,80 STREET,,,81,,ROOSEVELT AVENUE,
,,,,,,,,,1004,,,2241.845157799332,,,,,,,,1409184000000,,34 AVENUE,,,3,84 STREET,,,81,,ROOSEVELT AVENUE,
,,,,,,,,,1007,,,978.8717592404884,,,,,,,,1410739200000,,143 STREET,,,1,85 DRIVE,,,81,,139 STREET,
,,,,,,,,,1015,,,2242.4309137921155,,,,,,,,1409011200000,,ROOSEVELT AVENUE,,,3,85 STREET,,,81,,34 AVENUE,
,,,,,,,,,1018,,,2242.882380434026,,,,,,,,1408924800000,,34 AVENUE,,,2,86 STREET,,,81,,ROOSEVELT AVENUE,
,,,,,,,,,1032,,,511.05492242545904,,,,,,,,1408665600000,,102 STREET,,,1,88 AVENUE,,,81,,104 STREET,
,,,,,,,,,1076,,,716.0693793221104,,,,,,,,1398729600000,,35 AVENUE,,,1,93 STREET,,,81,,34 AVENUE,
,,,,,,,,,1080,,,976.2320396653248,,,,,,,,1408924800000,,JAMAICA AVENUE,,,1,94 STREET,,,81,,89 AVENUE,
,,,,,,,,,1107,,,702.0054308106546,,,,,,,,1400025600000,,H. HARDING EXPWY.,,,1,98 STREET,,,81,,62 DRIVE,
,,,,,,,,,1116,,,674.3290239044418,,,,,,,,1399420800000,,34 AVENUE,,,1,99 STREET,,,81,,NORTHERN BLVD.,
,,,,,,,,,1121,,,708.9602538026819,,,,,,,,1408924800000,,BREVOORT STREET,,,1,ABINGDON ROAD,,,81,,LEFFERTS BLVD.,
,,,,,,,,,1157,,,731.6934328934123,,,,,,,,1396569600000,,WEST 190th STREET,,,1,AQUEDUCT AVENUE,,,81,,WEST 192nd STREET,
,,,,,,,,,1162,,,1503.5597386059771,,,,,,,,1404864000000,,BROADWAY,,,3,ARDEN STREET,,,81,,NAGLE AVENUE,
,,,,,,,,,1170,,,264.95396265927377,,,,,,,,1413504000000,,BARKER AVENUE,,,1,ARNOW AVENUE,,,81,,OLINVILLE AVENUE,
,,,,,,,,,1192,,,2341.772718233042,,,,,,,,1399593600000,,LEFFERTS BLVD.,,,4,AUSTIN STREET,,,81,,127 STREET,
,,,,,,,,,1221,,,634.2702413506678,,,,,,,,1413849600000,,BARKLEY AVENUE,,,1,BALCOLM AVENUE,,,81,,BRUCKNER BLVD.,
,,,,,,,,,1226,,,552.2805911240703,,,,,,,,1418256000000,,4 AVENUE,,,1,BALTIC STREET,,,81,,GREGORY PLACE,
,,,,,,,,,1244,,,337.6428791302831,,,,,,,,1413849600000,,EAST GUN HILL ROAD,,,1,BARNES AVENUE,,,81,,TILDEN STREET,
,,,,,,,,,1275,,,794.3340108321406,,,,,,,,1417651200000,,INDEPENDENCE AV.,,,1,BAY 8 STREET,,,81,,CROPSEY AVENUE,
,,,,,,,,,1404,,,839.7725743752395,,,,,,,,1414713600000,,BAISLEY AVENUE,,,2,BRADFORD AVENUE,,,81,,WATERBURY AV.,
,,,,,,,,,1405,,,468.98907937163375,,,,,,,,1413331200000,,LA SALLE AVENUE,,,1,BRADFORD AVENUE,,,81,,WATERBURY AV.,
,,,,,,,,,1418,,,780.1711184723346,,,,,,,,1401408000000,,AVENUE X,,,1,BRIGHAM STREET,,,81,,AVENUE Y,
,,,,,,,,,1463,,,376.68730210676677,,,,,,,,1393977600000,,FREEMAN STREET,,,1,BRYANT AVENUE,,,81,,HOME STREET,
,,,,,,,,,1470,,,1554.8039753930975,,,,,,,,1418688000000,,AVENUE U,,,4,BURNETT STREET,,,81,,WHITNEY AVENUE,
,,,,,,,,,1479,,,789.660100981208,,,,,,,,1413331200000,,RANDALL AVENUE,,,1,CALHOUN AVENUE,,,81,,PHILIP AVENUE,
,,,,,,,,,1482,,,805.040241183004,,,,,,,,1410134400000,,FULTON STREET,,,1,CAMBRIDGE PLACE,,,81,,GATES AVENUE,
,,,,,,,,,1496,,,720.225397204568,,,,,,,,1413763200000,,EAST 237th STREET,,,1,CARPENTER AVENUE,,,81,,EAST 236th STREET,
,,,,,,,,,1498,,,778.7468166814969,,,,,,,,1401840000000,,6 AVENUE,,,2,CARROLL STREET,,,81,,7 AVENUE,
,,,,,,,,,1500,,,751.5048524576212,,,,,,,,1401753600000,,BEDFORD AVENUE,,,1,CARROLL STREET,,,81,,ROGERS AVENUE,
,,,,,,,,,1532,,,744.8729090361106,,,,,,,,1417478400000,,HOPKINSON AVENUE,,,2,CHAUNCEY STREET,,,81,,ROCKAWAY AVENUE,
,,,,,,,,,1554,,,1363.834759385434,,,,,,,,1405468800000,,WEST 122nd STREET,,,3,CLAREMONT AVENUE,,,81,,TIEMANN PLACE,
,,,,,,,,,1559,,,345.09044700669375,,,,,,,,1409788800000,,FULTON STREET,,,1,CLAVER PLACE,,,81,,JEFFERSON AVENUE,
,,,,,,,,,1569,,,987.9327465416186,,,,,,,,1401321600000,,MYRTLE AVENUE,,,2,CLERMONT AVENUE,,,81,,PARK AVENUE,
,,,,,,,,,1575,,,794.9721896889607,,,,,,,,1409702400000,,CLASSON AVENUE,,,1,CLIFTON PLACE,,,81,,GRAND AVENUE,
,,,,,,,,,1577,,,542.5390215445116,,,,,,,,1417564800000,,GRAND AVENUE,,,1,CLIFTON PLACE,,,81,,SAINT JAMES PLACE,
,,,,,,,,,1597,,,661.992450796888,,,,,,,,1399939200000,,53 AVENUE,,,2,CLOVERDALE BLVD.,,,81,,HOXIE-KENILWORTH,
,,,,,,,,,1614,,,475.1711518081555,,,,,,,,1395619200000,,MANSION STREET,,,1,COMMONWEALTH AV.,,,81,,MERRILL STREET,
,,,,,,,,,1628,,,470.8945042260156,,,,,,,,1417737600000,,GRAHAM AVENUE,,,1,CONSELYEA STREET,,,81,,MANHATTAN AV.,
,,,,,,,,,1642,,,525.6468113704511,,,,,,,,1395360000000,,WEST 231st STREET,,,1,CORLEAR AVENUE,,,81,,WEST 232nd STREET,
,,,,,,,,,1674,,,482.94934954844405,,,,,,,,1413244800000,,EAST 180th STREET,,,1,CRESTON AVENUE,,,81,,EAST BURNSIDE AV.,
,,,,,,,,,1678,,,1899.5386125509428,,,,,,,,1414454400000,,N. RAILROAD AV.,,,3,CROMWELL AVENUE,,,81,,RICHMOND ROAD,
,,,,,,,,,1693,,,770.0429907028837,,,,,,,,1401148800000,,NEW YORK AVENUE,,,2,CROWN STREET,,,81,,NOSTRAND AVENUE,
,,,,,,,,,1714,,,727.4763041611009,,,,,,,,1413244800000,,WEST 176th STREET,,,2,DAVIDSON AVENUE,,,81,,WEST 177th STREET,
,,,,,,,,,1720,,,807.9150777406312,,,,,,,,1414108800000,,RICHMOND TERRACE,,,2,DAVIS AVENUE,,,81,,ARLINGTON COURT,
,,,,,,,,,1733,,,727.0373049774589,,,,,,,,1397606400000,,EAST 204th STREET,,,1,DECATUR AVENUE,,,81,,EAST 205th STREET,
,,,,,,,,,1735,,,936.0981631191364,,,,,,,,1397433600000,,EAST 209th STREET,,,2,DECATUR AVENUE,,,81,,EAST GUN HILL ROAD,
,,,,,,,,,1751,,,740.4548664131935,,,,,,,,1405036800000,,MARKET STREET,,,1,DIVISION STREET,,,81,,BOWERY,
,,,,,,,,,1814,,,517.3410196579989,,,,,,,,1398643200000,,EAST 158th STREET,,,1,EAGLE AVENUE,,,81,,EAST 156th STREET,
,,,,,,,,,1815,,,257.7660308380767,,,,,,,,1393804800000,,EAST 159th STREET,,,1,EAGLE AVENUE,,,81,,EAST 158th STREET,
,,,,,,,,,1816,,,795.2477054832095,,,,,,,,1412294400000,,WESTCHESTER AV.,,,2,EAGLE AVENUE,,,81,,EAST 149th STREET,
,,,,,,,,,1817,,,222.25980938080704,,,,,,,,1419984000000,,WEBB AVENUE,,,1,EAMES PLACE,,,81,,CLAFLIN AVENUE,
,,,,,,,,,1818,,,780.0513392526273,,,,,,,,1402963200000,,AVENUE X,,,1,EAST 1 STREET,,,81,,AVENUE Y,
,,,,,,,,,1832,,,708.1696130853702,,,,,,,,1404691200000,,2nd AVENUE,,,2,EAST 109th STREET,,,81,,3rd AVENUE,
,,,,,,,,,1847,,,753.4851433535587,,,,,,,,1406592000000,,AVENUE C,,,1,EAST 11th STREET,,,81,,AVENUE B,
,,,,,,,,,1851,,,790.1742518824909,,,,,,,,1418256000000,,AVENUE P,,,1,EAST 12 STREET,,,81,,QUENTIN ROAD,
,,,,,,,,,1862,,,736.9716795769268,,,,,,,,1406592000000,,AVENUE A,,,1,EAST 12th STREET,,,81,,AVENUE B,
,,,,,,,,,1872,,,658.7244899017005,,,,,,,,1416441600000,,BRUCKNER BLVD.,,,2,EAST 133rd STREET,,,81,,CYPRESS AVENUE,
,,,,,,,,,1879,,,734.6730567649245,,,,,,,,1406592000000,,AVENUE B,,,1,EAST 13th STREET,,,81,,AVENUE A,
,,,,,,,,,1881,,,873.1108339411211,,,,,,,,1417564800000,,AVENUE H,,,1,EAST 14 STREET,,,81,,AVENUE I,
,,,,,,,,,1887,,,886.6856674895123,,,,,,,,1402531200000,,GLENWOOD ROAD,,,2,EAST 14 STREET,,,81,,AVENUE H,
,,,,,,,,,1898,,,328.6301675459889,,,,,,,,1413763200000,,CANAL PLACE,,,1,EAST 144th STREET,,,81,,PARK AVENUE,
,,,,,,,,,1907,,,707.4148849766414,,,,,,,,1402963200000,,CHURCH AVENUE,,,1,EAST 15 STREET,,,81,,CATON AVENUE,
,,,,,,,,,1916,,,510.70162966130783,,,,,,,,1394496000000,,MELROSE AVENUE,,,1,EAST 159th STREET,,,81,,COURTLANDT AV.,
,,,,,,,,,1923,,,574.2906207524439,,,,,,,,1413331200000,,RIVER AVENUE,,,1,EAST 165th STREET,,,81,,JEROME AVENUE,
,,,,,,,,,1925,,,879.495907972181,,,,,,,,1417564800000,,AVENUE J,,,1,EAST 17 STREET,,,81,,AVENUE I,
,,,,,,,,,1943,,,696.6053124661973,,,,,,,,1394409600000,,MARMION AVENUE,,,2,EAST 175th STREET,,,81,,PROSPECT AVENUE,
,,,,,,,,,1952,,,395.95378843077555,,,,,,,,1413244800000,,CRESTON AVENUE,,,1,EAST 179th STREET,,,81,,GRAND CONCOURSE,
,,,,,,,,,1959,,,278.2995779251552,,,,,,,,1413244800000,,MORRIS AVENUE,,,1,EAST 181st STREET,,,81,,CRESTON AVENUE,
,,,,,,,,,1960,,,271.6247917524872,,,,,,,,1413331200000,,RYER AVENUE,,,1,EAST 182nd STREET,,,81,,VALENTINE AVENUE,
,,,,,,,,,1980,,,261.05320236419635,,,,,,,,1397606400000,,DECATUR AVENUE,,,1,EAST 205th STREET,,,81,,HULL AVENUE,
,,,,,,,,,1984,,,263.08589584287614,,,,,,,,1416528000000,,DECATUR AVENUE,,,1,EAST 207th STREET,,,81,,HULL AVENUE,
,,,,,,,,,1985,,,260.1262662441232,,,,,,,,1397779200000,,DECATUR AVENUE,,,1,EAST 209th STREET,,,81,,HULL AVENUE,
,,,,,,,,,2045,,,230.70801788070105,,,,,,,,1413763200000,,McLEAN AVENUE,,,1,EAST 241st STREET,,,81,,MARTHA AVENUE,
